name,brand,price,sku,image_url,description,category,sub_category
Are You Dumber than a Box of Rocks? Card Game,AreYouGame,15.99,289991,https://media.gamestop.com/i/gamestop/11145076/Are-You-Dumber-than-a-Box-of-Rocks-Card-Game?$pdp2x$,"It's humans vs. rocks! Draw a card, pick a category, shake the box, and open the top. Who has the correct answer: you or the rocks? This quick play trivia race asks the obnoxious question: Are You Dumber than a Box of Rocks?",Toys & Games,Card Games
Highland Mint Indianapolis Colts 2021 Schedule Silver Coin Card,Highland Mint,29.99,304370,https://media.gamestop.com/i/gamestop/11154244/Highland-Mint-Indianapolis-Colts-2021-Schedule-Silver-Coin-Card?$pdp2x$,"This special limited edition Team Schedule Coin Card commemorates your favorite NFL team's 2021 Season. Delivered in a 4"" x 6"" acrylic display is a 39mm Silver plated team commemorative coin. The reverse (back) of the coin is struck with the official NFL logo. The display includes a commemorative card featuring the 2021 Team Schedule of your favorite NFL team and is delivered with a display stand. This unique collectible is a limited edition of only 5,000 and it is officially licensed by the NFL. Proudly made in the USA by the Highland Mint.",Toys & Games,Trading Cards
Dungeons and Dragons Gnoll Monster Icon Womens T-Shirt,Fifth Sun,19.99,253257,https://media.gamestop.com/i/gamestop/11122830/Dungeons-and-Dragons-Gnoll-Monster-Icon-Womens-T-Shirt?$pdp2x$,"Step into the world of your imagination to battle monsters, explore haunted castles, and discover hidden treasures with an officially licensed Dungeons & Dragons style!",Men's,T-Shirts
SanDisk 256GB Ultra microSDXC UHS-I Card with Adapter,SanDisk,39.99,224580,https://media.gamestop.com/i/gamestop/11108260/SanDisk-256GB-Ultra-microSDXC-UHS-I-Card-with-Adapter?$pdp2x$,"The SanDisk Ultra microSDXC UHS-I card with Adapter for Nintendo Switch is perfect for recording and watching Full HD video, with room for even more hours of video. Transfer speeds of up to 100MB/s (64GB-512GB only) ensure that you can move all your content blazingly fast—up to 1000 photos in just one minute with this microSDXC 256GB. Ideal for Android-based smartphones and tablets, this 256gb microSDXC card’s A1 rating means that you can load apps faster too.",Accessories,microSD Cards
Epic Skates Classic Roller Skates,Epic Skates,129.99,304941,https://media.gamestop.com/i/gamestop/11155980/Epic-Skates-Classic-Roller-Skates?$pdp2x$,"Epic Skates Classic Quad Roller Skates feature a black high boot and black wheels for a classic look with modern comforts. This roller skate is a great choice for beginner to intermediate level skaters. The skates include two sets of laces in white and black, outdoor polyurethane wheels, ABEC-5 bearings, aluminum plates and double action trucks with 8mm axles.",Toys & Games,Scooters & Ride On Toys
Dark Cloud 2 - PlayStation 2,Sony,9.99,175945,https://media.gamestop.com/i/gamestop/10167992/Dark-Cloud-2---PlayStation-2?$pdp2x$,nan,Retro PlayStation,PlayStation 2
1-2-Switch,Nintendo,49.99,142699,https://media.gamestop.com/i/gamestop/10141905/1-2-Switch?$pdp2x$,"Throw an impromptu party anywhere with anyone thanks to a new playstyle in which players look at each other—not the screen! Bring the actionand fun into the real world as you face off in wild-west duels, cow-milkingcompetitions, a copycat dance-off, and more. Each game takes advantageof the Joy-Con controller features of the Nintendo Switch system indifferent ways. While the action unfolds off- screen, the audience watchesthe players themselves instead of the screen. That makes it as hilarious towatch as it is to play – an instant party amplifier!",Video Games,Nintendo Switch
KidKraft Baking Play Set Pastel,KidKraft,19.99,318544,https://media.gamestop.com/i/gamestop/11170717/KidKraft-Baking-Play-Set-Pastel?$pdp2x$,nan,Toys & Games,Learning Toys
PoolCandy Giant Tic-Tac-Toe Inflatable,PoolCandy,14.99,305188,https://media.gamestop.com/i/gamestop/11154433/PoolCandy-Giant-Tic-Tac-Toe-Inflatable?$pdp2x$,"It's a new, summer-friendly spin on a classic game! Inflatable Tic Tac Toe from PoolCandy is a fun, fresh way to play in the pool or in the lawn! It's perfect for kids or adults of any age!

Great in or out of the pool
Set includes board and 10 reversible Xs and Os
Made of durable, heavyweight

Made with high quality PVC vinyl.
Product Dimensions: 46 x 46 x 5
Easy care; Hand wash.
Country of Origin: China",Toys & Games,Outdoor Toys & Games
Funko POP! Pins: Thundercats Cheetara Enamel Pin,Funko,14.99,252614,https://media.gamestop.com/i/gamestop/11151913/Funko-POP-Pins-Thundercats-Cheetara-Enamel-Pin?$pdp2x$,Reunite the cats for your collection as Thundercats Pop! Pins! Pop! Pin Cheetara is ready to leap into action at Lion-O's command. Cheetara Pin features a soft enamel fill on gold colored hardware and a built-in stand. Cheetara Enamel pin is approximately 4-inches tall.,Funko,Key Chains & Pins
Ventev 20W Qi Wireless Chargepad Duo With Charging Cable 5-Ft,Ventev,64.99,312006,https://media.gamestop.com/i/gamestop/11166242/Ventev-20W-Qi-Wireless-Chargepad-Duo-With-Charging-Cable-5-Ft?$pdp2x$,"Power up two devices at once. The wireless chargepad duo features fast charging for both 7.5W and Samsung 10W devices, as well as all Qi wireless charging devices. Its supple cloth covering matches other Ventev home-focused products allowing to charge in style while powering up two devices simultaneously at up to 20W total.",Accessories,Batteries & Chargers
playzoom 2 Kids Smartwatch with Swivel Camera Black,iTOUCH,29.99,309858,https://media.gamestop.com/i/gamestop/11159437/playzoom-2-Kids-Smartwatch-with-Swivel-Camera-Black?$pdp2x$,"The PlayZoom 2 Kids Smartwatch is both educational and fun, being a gift that keeps on giving! It comes with features such as a swivel camera, gallery, customizable clock faces, 20 learning and active games, sound animations, and so much more! This exciting smartwatch is a great present for all kids as it allows them to grow, keeps them engaged, and enables an interactive experience daily. Plus the PlayZoom 2 doesn't connect to a cellular device and comes with an In Case of Emergency (ICE) Card on the watch, so it's free of GPS tracking and completely safe!",Wearable Technology,Smart Watches
Klutz Jr. My Clay Critters Craft Kit,Klutz,14.99,307118,https://media.gamestop.com/i/gamestop/11156511/Klutz-Jr.-My-Clay-Critters-Craft-Kit?$pdp2x$,"Made especially for little hands learning fine motor skills, My Clay Critters craft kit is ready for kids to dive right in and make 10 adorable ocean critters.",Toys & Games,Arts & Crafts
Kingdom Hearts Characters in the Clouds T-Shirt,Fifth Sun,19.99,244931,https://media.gamestop.com/i/gamestop/11116644/Kingdom-Hearts-Characters-in-the-Clouds-T-Shirt?$pdp2x$,Embrace adventure with Sora and friends in this officially licensed Disney Kingdom Hearts apparel!,Men's,T-Shirts
Marvel Comics Spider-Man Comic Pattern Console Skin for PlayStation 5,Skinit,24.99,247166,https://media.gamestop.com/i/gamestop/11119236/Marvel-Comics-Spider-Man-Comic-Pattern-Console-Skin-for-PlayStation-5?$pdp2x$,"The Marvel Spider-Man PS5 Console Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight PS5 Console decal protection without the bulk. Every Skinit Spider-Man skin is officially licensed by Marvel/Disney for an authentic brand design. The Spider-Man Spidey Comic Pattern Sony PS5 Console decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your PS5 Console The Spider-Man Spidey Comic Pattern skin can be easily applied and removed from your PS5 Console with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your PS5 Console style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday PS5 Console uses in mind so that each Spider-Man skin offers a premium feel with a thin functional protection. Shop all officially licensed Marvel Spider-Man Sony PS5 Console skins made by Skinit and make it yours today!",Skins,PlayStation 5
Rose Checkerboard Controller Skin for Xbox One,Skinit,15.99,255410,https://media.gamestop.com/i/gamestop/11131869/Rose-Checkerboard-Controller-Skin-for-Xbox-One?$pdp2x$,"The Checkerboard Xbox One Controller Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight Xbox One Controller decal protection without the bulk. Every Skinit Checkerboard skin is officially licensed by Skinit for an authentic brand design. The Checkerboard Rose Checkerboard Microsoft Xbox One Controller decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your Xbox One Controller The Checkerboard Rose Checkerboard skin can be easily applied and removed from your Xbox One Controller with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your Xbox One Controller style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday Xbox One Controller uses in mind so that each Checkerboard skin offers a premium feel with a thin functional protection. Shop all officially licensed Checkerboard Microsoft Xbox One Controller skins made by Skinit and make it yours today!",Skins,Xbox One
Super Mario Yoshi Watercolor T-Shirt,Fifth Sun,19.99,252339,https://media.gamestop.com/i/gamestop/11122548/Super-Mario-Yoshi-Wate-T-Shirt-color?$pdp2x$,"Every day can be a day in the Mushroom Kingdom when you pull this officially licensed Nintendo apparel from your closet! Shop Super Mario graphic apparel from all the various iterations of the game featuring Mario, Luigi, Princess Peach and more!",Men's,T-Shirts
NFL Green Bay Packers Controller Skin for Xbox One,Skinit,15.99,257618,https://media.gamestop.com/i/gamestop/11133234/NFL-Green-Bay-Packers-Controller-Skin-for-Xbox-One?$pdp2x$,"The NFL Green Bay Packers Xbox One Controller Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight Xbox One Controller decal protection without the bulk. Every Skinit Green Bay Packers skin is officially licensed by NFL for an authentic brand design. The Green Bay Packers Green Bay Packers Microsoft Xbox One Controller decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your Xbox One Controller The Green Bay Packers Green Bay Packers skin can be easily applied and removed from your Xbox One Controller with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your Xbox One Controller style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday Xbox One Controller uses in mind so that each Green Bay Packers skin offers a premium feel with a thin functional protection. Shop all officially licensed NFL Green Bay Packers Microsoft Xbox One Controller skins made by Skinit and make it yours today!",Skins,Xbox One
USB Charge Cable for PlayStation 3,GameStop,2.99,151438,https://media.gamestop.com/i/gamestop/11030220/USB-Charge-Cable-for-PlayStation-3?$pdp2x$,nan,Accessories,Cables & Adapters
Heroes of Might and Magic V - Tribes of the East,Ubisoft,9.99,520507,https://media.gamestop.com/i/gamestop/10091805/Heroes-of-Might-and-Magic-V---Tribes-of-the-East?$pdp2x$,"For the first time, play as the Orc faction and recruit heroes, build armies and manage cities as you explore and conquer legendary lands. Use tactics, skills and magic to outsmart fantasy armies while developing your heroes and unveiling the dark plot that threatens to tear the world of Ashan apart.Heroes of Might and Magic® V: Tribes of the East chronicles the final chapter in the epic struggle that began with the interrupted wedding of Queen Isabel. Players will meet the brutal and proud warriors of the Orc faction, and follow in the steps of the Necrolord Arantir as he uncovers the prophecy of the Dark Messiah and exposes the Demon Sovereign's conspiracy.Following this brilliant conclusion to the Heroes of Might and Magic V story, the world of Ashan will never be the same again…",Video Games,PC Games
Banpresto SD Gundam Red Lander (Continue) 3.5-in Statue,Banpresto,26.99,318829,https://media.gamestop.com/i/gamestop/11171256/Banpresto-SD-Gundam-Red-Lander-Continue-3.5-in-Statue?$pdp2x$,"Red Lander is a character from the SD Gundam universe. With his giant blade, Red Lander can vanquish anyone who opposes him.",Collectibles,Statues
